PERIODO,PATOLOGIA,TERRITORIO,MASCHI,FEMMINE,TOTALE
2009-2017,Tumori maligni del seno,83016,0,5,5
2009-2017,Tumori maligni del seno,83017,0,2,2
2009-2017,Tumori maligni del seno,83019,0,6,6
2009-2017,Tumori maligni del seno,83020,0,4,4
2009-2017,Tumori maligni del seno,83021,0,3,3
2009-2017,Tumori maligni del seno,83022,0,2,2
2009-2017,Tumori maligni del seno,83023,0,1,1
2009-2017,Tumori maligni del seno,83024,0,3,3
2009-2017,Tumori maligni del seno,83025,0,4,4
2009-2017,Tumori maligni del seno,83026,0,1,1
2009-2017,Tumori maligni del seno,83027,0,9,9
2009-2017,Tumori maligni del seno,83028,0,3,3
2009-2017,Tumori maligni del seno,83029,0,5,5
2009-2017,Tumori maligni del seno,83030,0,3,3
2009-2017,Tumori maligni del seno,83031,0,2,2
2009-2017,Tumori maligni del seno,83032,0,15,15
2009-2017,Tumori maligni del seno,83033,1,18,19
2009-2017,Tumori maligni del seno,83034,0,2,2
2009-2017,Tumori maligni del seno,83035,0,2,2
2009-2017,Tumori maligni del seno,83036,0,1,1
2009-2017,Tumori maligni del seno,83037,0,2,2
2009-2017,Tumori maligni del seno,83038,0,5,5
2009-2017,Tumori maligni del seno,83039,1,4,5
2009-2017,Tumori maligni del seno,83040,0,3,3
2009-2017,Tumori maligni del seno,83041,0,20,20
2009-2017,Tumori maligni del seno,83042,0,2,2
2009-2017,Tumori maligni del seno,83043,0,2,2
2009-2017,Tumori maligni del seno,83044,0,1,1
2009-2017,Tumori maligni del seno,83045,0,3,3
2009-2017,Tumori maligni del seno,83046,0,3,3
2009-2017,Tumori maligni del seno,83047,0,4,4
2009-2017,Tumori maligni del seno,83048,8,504,512
2009-2017,Tumori maligni del seno,83049,0,57,57
2009-2017,Tumori maligni del seno,83050,0,3,3
2009-2017,Tumori maligni del seno,83051,0,1,1
2009-2017,Tumori maligni del seno,83052,0,10,10
2009-2017,Tumori maligni del seno,83053,0,1,1
2009-2017,Tumori maligni del seno,83054,0,7,7
2009-2017,Tumori maligni del seno,83055,0,2,2
2009-2017,Tumori maligni del seno,83056,0,1,1
2009-2017,Tumori maligni del seno,83057,0,6,6
2009-2017,Tumori maligni del seno,83058,0,1,1
2009-2017,Tumori maligni del seno,83059,0,2,2
2009-2017,Tumori maligni del seno,83060,0,7,7
2009-2017,Tumori maligni del seno,83061,0,5,5
2009-2017,Tumori maligni del seno,83062,0,5,5
2009-2017,Tumori maligni del seno,83063,1,2,3
2009-2017,Tumori maligni del seno,83064,0,11,11
2009-2017,Tumori maligni del seno,83065,0,4,4
2009-2017,Tumori maligni del seno,83066,1,27,28
2009-2017,Tumori maligni del seno,83067,0,1,1
2009-2017,Tumori maligni del seno,83068,0,4,4
2009-2017,Tumori maligni del seno,83069,0,1,1
2009-2017,Tumori maligni del seno,83071,0,2,2
2009-2017,Tumori maligni del seno,83072,0,16,16
2009-2017,Tumori maligni del seno,83073,0,1,1
2009-2017,Tumori maligni del seno,83074,0,1,1
2009-2017,Tumori maligni del seno,83075,0,6,6
2009-2017,Tumori maligni del seno,83076,0,8,8
2009-2017,Tumori maligni del seno,83077,1,15,16
2009-2017,Tumori maligni del seno,83078,0,8,8
2009-2017,Tumori maligni del seno,83079,0,6,6
2009-2017,Tumori maligni del seno,83080,0,4,4
2009-2017,Tumori maligni del seno,83081,0,9,9
2009-2017,Tumori maligni del seno,83082,0,3,3
2009-2017,Tumori maligni del seno,83083,0,1,1
2009-2017,Tumori maligni del seno,83084,0,15,15
2009-2017,Tumori maligni del seno,83085,0,2,2
2009-2017,Tumori maligni del seno,83086,0,5,5
2009-2017,Tumori maligni del seno,83087,0,1,1
2009-2017,Tumori maligni del seno,83088,0,5,5
2009-2017,Tumori maligni del seno,83089,0,19,19
2009-2017,Tumori maligni del seno,83090,0,1,1
2009-2017,Tumori maligni del seno,83091,0,11,11
2009-2017,Tumori maligni del seno,83092,0,6,6
2009-2017,Tumori maligni del seno,83093,0,4,4
2009-2017,Tumori maligni del seno,83094,0,4,4
2009-2017,Tumori maligni del seno,83095,1,2,3
2009-2017,Tumori maligni del seno,83096,0,9,9
2009-2017,Tumori maligni del seno,83097,0,20,20
2009-2017,Tumori maligni del seno,83098,1,12,13
2009-2017,Tumori maligni del seno,83099,0,15,15
2009-2017,Tumori maligni del seno,83100,0,1,1
2009-2017,Tumori maligni del seno,83101,0,8,8
2009-2017,Tumori maligni del seno,83102,0,1,1
2009-2017,Tumori maligni del seno,83103,0,1,1
2009-2017,Tumori maligni del seno,83104,0,3,3
2009-2017,Tumori maligni del seno,83105,0,13,13
2009-2017,Tumori maligni del seno,83106,0,6,6
2009-2017,Tumori maligni del seno,83107,0,6,6
2009-2017,Tumori maligni del seno,83108,0,8,8
2009-2017,Tumori maligni del seno,84001,3,105,108
2009-2017,Tumori maligni del seno,84002,0,3,3
2009-2017,Tumori maligni del seno,84003,0,16,16
2009-2017,Tumori maligni del seno,84004,0,6,6
2009-2017,Tumori maligni del seno,84005,0,11,11
2009-2017,Tumori maligni del seno,84006,0,2,2
2009-2017,Tumori maligni del seno,84007,0,15,15
2009-2017,Tumori maligni del seno,84008,0,5,5
2009-2017,Tumori maligni del seno,84009,0,12,12
2009-2017,Tumori maligni del seno,84010,0,10,10
2009-2017,Tumori maligni del seno,84011,1,68,69
2009-2017,Tumori maligni del seno,84012,0,14,14
2009-2017,Tumori maligni del seno,84013,0,6,6
2009-2017,Tumori maligni del seno,84014,0,10,10
2009-2017,Tumori maligni del seno,84015,0,12,12
2009-2017,Tumori maligni del seno,84016,0,2,2
2009-2017,Tumori maligni del seno,84017,1,42,43
2009-2017,Tumori maligni del seno,84018,0,12,12
2009-2017,Tumori maligni del seno,84019,0,5,5
2009-2017,Tumori maligni del seno,84020,0,8,8
2009-2017,Tumori maligni del seno,84021,1,68,69
2009-2017,Tumori maligni del seno,84022,2,2,4
2009-2017,Tumori maligni del seno,84023,0,24,24
2009-2017,Tumori maligni del seno,84024,0,4,4
2009-2017,Tumori maligni del seno,84025,0,7,7
2009-2017,Tumori maligni del seno,84026,0,15,15
2009-2017,Tumori maligni del seno,84027,3,37,40
2009-2017,Tumori maligni del seno,84028,0,26,26
2009-2017,Tumori maligni del seno,84029,0,13,13
2009-2017,Tumori maligni del seno,84030,0,20,20
2009-2017,Tumori maligni del seno,84031,0,21,21
2009-2017,Tumori maligni del seno,84032,0,3,3
2009-2017,Tumori maligni del seno,84033,2,44,46
2009-2017,Tumori maligni del seno,84034,0,9,9
2009-2017,Tumori maligni del seno,84035,0,6,6
2009-2017,Tumori maligni del seno,84036,0,9,9
2009-2017,Tumori maligni del seno,84037,0,3,3
2009-2017,Tumori maligni del seno,84038,0,12,12
2009-2017,Tumori maligni del seno,84039,0,3,3
2009-2017,Tumori maligni del seno,84040,1,8,9
2009-2017,Tumori maligni del seno,84041,0,74,74
2009-2017,Tumori maligni del seno,84042,0,3,3
2009-2017,Tumori maligni del seno,84043,0,4,4
2009-2017,Tumori maligni del seno,85001,0,2,2
2009-2017,Tumori maligni del seno,85002,0,2,2
2009-2017,Tumori maligni del seno,85003,0,8,8
2009-2017,Tumori maligni del seno,85004,0,110,110
2009-2017,Tumori maligni del seno,85005,0,5,5
2009-2017,Tumori maligni del seno,85006,0,8,8
2009-2017,Tumori maligni del seno,85007,2,118,120
2009-2017,Tumori maligni del seno,85008,0,8,8
2009-2017,Tumori maligni del seno,85009,0,18,18
2009-2017,Tumori maligni del seno,85010,0,4,4
2009-2017,Tumori maligni del seno,85011,0,4,4
2009-2017,Tumori maligni del seno,85012,0,23,23
2009-2017,Tumori maligni del seno,85013,0,32,32
2009-2017,Tumori maligni del seno,85014,0,5,5
2009-2017,Tumori maligni del seno,85015,0,16,16
2009-2017,Tumori maligni del seno,85016,0,28,28
2009-2017,Tumori maligni del seno,85017,0,14,14
2009-2017,Tumori maligni del seno,85018,0,10,10
2009-2017,Tumori maligni del seno,85019,0,11,11
2009-2017,Tumori maligni del seno,85020,0,2,2
2009-2017,Tumori maligni del seno,85021,0,9,9
2009-2017,Tumori maligni del seno,85022,0,4,4
2009-2017,Tumori maligni del seno,86001,0,16,16
2009-2017,Tumori maligni del seno,86002,0,5,5
2009-2017,Tumori maligni del seno,86003,0,11,11
2009-2017,Tumori maligni del seno,86004,0,24,24
2009-2017,Tumori maligni del seno,86005,0,14,14
2009-2017,Tumori maligni del seno,86006,0,10,10
2009-2017,Tumori maligni del seno,86007,0,8,8
2009-2017,Tumori maligni del seno,86008,0,3,3
2009-2017,Tumori maligni del seno,86009,1,52,53
2009-2017,Tumori maligni del seno,86010,0,6,6
2009-2017,Tumori maligni del seno,86011,1,33,34
2009-2017,Tumori maligni del seno,86012,2,25,27
2009-2017,Tumori maligni del seno,86013,0,1,1
2009-2017,Tumori maligni del seno,86014,1,31,32
2009-2017,Tumori maligni del seno,86015,0,12,12
2009-2017,Tumori maligni del seno,86016,0,6,6
2009-2017,Tumori maligni del seno,86018,0,20,20
2009-2017,Tumori maligni del seno,86019,0,12,12
2009-2017,Tumori maligni del seno,86020,0,16,16
2009-2017,Tumori maligni del seno,87001,0,7,7
2009-2017,Tumori maligni del seno,87002,1,34,35
2009-2017,Tumori maligni del seno,87003,1,51,52
2009-2017,Tumori maligni del seno,87004,2,116,118
2009-2017,Tumori maligni del seno,87005,0,30,30
2009-2017,Tumori maligni del seno,87006,0,44,44
2009-2017,Tumori maligni del seno,87007,0,32,32
2009-2017,Tumori maligni del seno,87008,0,31,31
2009-2017,Tumori maligni del seno,87009,0,37,37
2009-2017,Tumori maligni del seno,87010,0,9,9
2009-2017,Tumori maligni del seno,87011,0,61,61
2009-2017,Tumori maligni del seno,87012,1,7,8
2009-2017,Tumori maligni del seno,87013,0,8,8
2009-2017,Tumori maligni del seno,87014,0,5,5
2009-2017,Tumori maligni del seno,87015,6,716,722
2009-2017,Tumori maligni del seno,87016,0,14,14
2009-2017,Tumori maligni del seno,87017,1,58,59
2009-2017,Tumori maligni del seno,87018,0,23,23
2009-2017,Tumori maligni del seno,87019,2,53,55
2009-2017,Tumori maligni del seno,87020,0,4,4
2009-2017,Tumori maligni del seno,87021,0,9,9
2009-2017,Tumori maligni del seno,87022,0,9,9
2009-2017,Tumori maligni del seno,87023,0,18,18
2009-2017,Tumori maligni del seno,87024,1,30,31
2009-2017,Tumori maligni del seno,87025,0,23,23
2009-2017,Tumori maligni del seno,87026,0,3,3
2009-2017,Tumori maligni del seno,87027,0,9,9
2009-2017,Tumori maligni del seno,87028,0,12,12
2009-2017,Tumori maligni del seno,87029,1,67,68
2009-2017,Tumori maligni del seno,87030,0,19,19
2009-2017,Tumori maligni del seno,87031,0,8,8
2009-2017,Tumori maligni del seno,87032,0,31,31
2009-2017,Tumori maligni del seno,87033,0,94,94
2009-2017,Tumori maligni del seno,87034,0,13,13
2009-2017,Tumori maligni del seno,87035,0,6,6
2009-2017,Tumori maligni del seno,87037,0,16,16
2009-2017,Tumori maligni del seno,87038,0,20,20
2009-2017,Tumori maligni del seno,87039,0,37,37
2009-2017,Tumori maligni del seno,87040,0,6,6
2009-2017,Tumori maligni del seno,87041,0,41,41
2009-2017,Tumori maligni del seno,87042,0,15,15
2009-2017,Tumori maligni del seno,87043,0,8,8
2009-2017,Tumori maligni del seno,87044,0,12,12
2009-2017,Tumori maligni del seno,87045,0,18,18
2009-2017,Tumori maligni del seno,87046,0,2,2
2009-2017,Tumori maligni del seno,87047,0,16,16
2009-2017,Tumori maligni del seno,87048,0,15,15
2009-2017,Tumori maligni del seno,87049,0,23,23
2009-2017,Tumori maligni del seno,87050,0,18,18
2009-2017,Tumori maligni del seno,87051,1,36,37
2009-2017,Tumori maligni del seno,87052,1,18,19
2009-2017,Tumori maligni del seno,87053,0,16,16
2009-2017,Tumori maligni del seno,87054,0,11,11
2009-2017,Tumori maligni del seno,87055,0,11,11
2009-2017,Tumori maligni del seno,87056,0,2,2
2009-2017,Tumori maligni del seno,87057,0,1,1
2009-2017,Tumori maligni del seno,87058,0,6,6
2009-2017,Tumori maligni del seno,88001,1,5,6
2009-2017,Tumori maligni del seno,88002,0,13,13
2009-2017,Tumori maligni del seno,88003,0,52,52
2009-2017,Tumori maligni del seno,88004,0,1,1
2009-2017,Tumori maligni del seno,88005,0,21,21
2009-2017,Tumori maligni del seno,88006,2,81,83
2009-2017,Tumori maligni del seno,88007,0,9,9
2009-2017,Tumori maligni del seno,88008,0,35,35
2009-2017,Tumori maligni del seno,88009,1,170,171
2009-2017,Tumori maligni del seno,88010,1,19,20
2009-2017,Tumori maligni del seno,88011,1,43,44
2009-2017,Tumori maligni del seno,88012,4,79,83
2009-2017,Tumori maligni del seno,89001,0,71,71
2009-2017,Tumori maligni del seno,89002,1,58,59
2009-2017,Tumori maligni del seno,89003,0,1,1
2009-2017,Tumori maligni del seno,89005,0,14,14
2009-2017,Tumori maligni del seno,89006,0,41,41
2009-2017,Tumori maligni del seno,89008,0,2,2
2009-2017,Tumori maligni del seno,89009,0,34,34
2009-2017,Tumori maligni del seno,89010,0,29,29
2009-2017,Tumori maligni del seno,89011,0,44,44
2009-2017,Tumori maligni del seno,89012,0,15,15
2009-2017,Tumori maligni del seno,89013,1,43,44
2009-2017,Tumori maligni del seno,89014,1,37,38
2009-2017,Tumori maligni del seno,89015,0,23,23
2009-2017,Tumori maligni del seno,89016,0,31,31
2009-2017,Tumori maligni del seno,89017,2,226,228
2009-2017,Tumori maligni del seno,89018,0,9,9
2009-2017,Tumori maligni del seno,89019,0,13,13
2009-2017,Tumori maligni del seno,89020,0,2,2
2009-2017,Tumori maligni del seno,89021,0,15,15
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,81001,47,44,91
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,81002,4,1,5
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,81003,13,3,16
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,81004,19,11,30
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,81005,22,23,45
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,81006,44,29,73
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,81007,3,4,7
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,81008,32,30,62
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,81009,2,3,5
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,81010,8,4,12
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,81011,107,95,202
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,81012,55,43,98
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,81013,14,15,29
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,81014,9,8,17
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,81015,12,6,18
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,81016,1,1,2
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,81017,3,2,5
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,81018,18,19,37
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,81019,7,4,11
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,81020,10,4,14
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,81021,70,61,131
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,81022,14,15,29
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,81023,2,3,5
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,81024,8,8,16
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82001,6,4,10
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82002,2,5,7
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82003,4,0,4
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82004,7,0,7
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82005,8,7,15
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82006,46,50,96
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82007,11,4,15
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82008,3,1,4
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82009,10,7,17
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82010,8,2,10
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82011,4,3,7
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82012,4,3,7
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82013,8,8,16
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82014,15,11,26
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82015,7,4,11
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82016,5,0,5
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82017,5,2,7
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82018,1,3,4
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82019,4,3,7
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82020,17,9,26
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82021,26,12,38
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82022,12,12,24
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82023,12,7,19
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82024,9,7,16
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82025,5,0,5
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82026,1,1,2
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82027,22,12,34
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82028,9,7,16
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82029,3,4,7
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82030,1,3,4
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82031,17,14,31
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82032,4,5,9
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82033,4,0,4
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82034,11,6,17
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82035,4,9,13
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82036,5,10,15
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82037,7,5,12
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82038,2,2,4
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82039,0,1,1
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82040,0,1,1
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82041,2,2,4
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82042,2,7,9
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82043,5,3,8
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82044,3,5,8
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82045,11,6,17
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82046,14,6,20
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82047,2,1,3
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82048,25,26,51
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82049,33,29,62
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82050,3,3,6
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82051,3,5,8
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82052,2,2,4
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82053,632,565,1197
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82054,34,26,60
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82055,5,0,5
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82056,7,1,8
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82057,8,5,13
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82058,11,3,14
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82059,4,2,6
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82060,12,4,16
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82061,0,1,1
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82062,5,4,9
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82063,6,5,11
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82064,9,5,14
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82065,2,2,4
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82066,3,1,4
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82067,7,6,13
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82068,2,2,4
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82070,31,24,55
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82071,12,8,20
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82072,5,0,5
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82073,19,15,34
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82074,5,5,10
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82075,2,1,3
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82076,5,8,13
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82077,3,3,6
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82078,6,5,11
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82079,11,9,20
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82080,5,4,9
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82081,2,1,3
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,82082,1,2,3
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83001,2,6,8
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83002,1,1,2
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83003,4,5,9
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83005,40,45,85
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83006,2,4,6
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83007,10,3,13
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83008,3,3,6
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83009,25,21,46
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83010,3,0,3
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83011,7,6,13
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83012,1,0,1
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83013,1,1,2
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83014,4,2,6
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83015,0,2,2
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83016,5,6,11
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83017,3,3,6
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83019,2,1,3
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83020,4,0,4
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83021,2,0,2
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83022,1,2,3
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83023,0,3,3
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83024,0,1,1
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83025,5,6,11
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83026,2,0,2
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83027,5,3,8
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83028,5,5,10
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83029,3,0,3
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83030,6,2,8
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83032,10,3,13
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83033,13,6,19
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83034,0,2,2
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83035,0,1,1
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83036,5,1,6
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83038,5,3,8
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83039,1,2,3
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83040,1,2,3
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83041,16,7,23
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83042,3,1,4
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83043,1,1,2
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83045,4,2,6
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83046,2,4,6
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83047,3,3,6
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83048,310,277,587
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83049,39,26,65
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83050,3,1,4
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83051,3,1,4
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83052,12,5,17
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83053,1,0,1
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83054,2,2,4
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83055,2,1,3
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83056,4,6,10
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83057,5,1,6
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83058,2,2,4
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83060,8,7,15
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83061,6,4,10
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83062,4,0,4
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83063,3,0,3
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83064,12,4,16
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83065,1,3,4
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83066,20,12,32
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83067,1,1,2
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83068,9,9,18
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83069,0,3,3
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83070,2,3,5
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83071,0,1,1
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83072,10,4,14
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83073,0,2,2
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83074,1,2,3
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83075,4,4,8
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83076,9,8,17
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83077,8,4,12
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83078,1,2,3
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83079,3,2,5
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83080,5,4,9
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83081,7,7,14
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83082,4,1,5
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83083,1,1,2
